#  r/R             c            rho               A1          A2            A3         A4            A5
  1.000809E+00  7.121960E+05  1.700629E-09  9.975783E-01  3.756493E+03  1.653147E+00  2.465914E+03  3.631015E-09
  1.000807E+00  7.122003E+05  1.717733E-09  9.975831E-01  3.756453E+03  1.653202E+00  2.465986E+03  3.667515E-09
  1.000805E+00  7.122047E+05  1.734995E-09  9.975880E-01  3.756413E+03  1.653258E+00  2.466059E+03  3.704353E-09
  1.000804E+00  7.122092E+05  1.752417E-09  9.975928E-01  3.756371E+03  1.653314E+00  2.466133E+03  3.741532E-09
  1.000802E+00  7.122140E+05  1.770000E-09  9.975976E-01  3.756327E+03  1.653370E+00  2.466209E+03  3.779055E-09
  1.000800E+00  7.122188E+05  1.787746E-09  9.976023E-01  3.756282E+03  1.653426E+00  2.466286E+03  3.816926E-09
  1.000799E+00  7.122236E+05  1.805657E-09  9.976071E-01  3.756238E+03  1.653482E+00  2.466363E+03  3.855147E-09
  1.000797E+00  7.122282E+05  1.823733E-09  9.976119E-01  3.756195E+03  1.653536E+00  2.466439E+03  3.893722E-09
  1.000796E+00  7.122327E+05  1.841976E-09  9.976167E-01  3.756154E+03  1.653590E+00  2.466514E+03  3.932654E-09
  1.000794E+00  7.122370E+05  1.860389E-09  9.976215E-01  3.756114E+03  1.653642E+00  2.466587E+03  3.971946E-09
  1.000793E+00  7.122412E+05  1.878972E-09  9.976263E-01  3.756075E+03  1.653694E+00  2.466660E+03  4.011601E-09
  1.000791E+00  7.122453E+05  1.897726E-09  9.976310E-01  3.756038E+03  1.653744E+00  2.466732E+03  4.051623E-09
  1.000789E+00  7.122493E+05  1.916655E-09  9.976358E-01  3.756002E+03  1.653794E+00  2.466803E+03  4.092015E-09
  1.000788E+00  7.122532E+05  1.935758E-09  9.976406E-01  3.755968E+03  1.653842E+00  2.466873E+03  4.132780E-09
  1.000786E+00  7.122569E+05  1.955038E-09  9.976453E-01  3.755934E+03  1.653890E+00  2.466942E+03  4.173923E-09
  1.000785E+00  7.122606E+05  1.974496E-09  9.976501E-01  3.755901E+03  1.653937E+00  2.467010E+03  4.215445E-09
  1.000783E+00  7.122641E+05  1.994135E-09  9.976548E-01  3.755870E+03  1.653983E+00  2.467078E+03  4.257351E-09
  1.000781E+00  7.122676E+05  2.013954E-09  9.976596E-01  3.755840E+03  1.654028E+00  2.467144E+03  4.299645E-09
  1.000780E+00  7.122709E+05  2.033957E-09  9.976643E-01  3.755810E+03  1.654073E+00  2.467210E+03  4.342329E-09
  1.000778E+00  7.122742E+05  2.054145E-09  9.976691E-01  3.755781E+03  1.654117E+00  2.467274E+03  4.385408E-09
  1.000777E+00  7.122774E+05  2.074520E-09  9.976738E-01  3.755754E+03  1.654160E+00  2.467338E+03  4.428884E-09
  1.000775E+00  7.122806E+05  2.095082E-09  9.976786E-01  3.755726E+03  1.654202E+00  2.467402E+03  4.472762E-09
  1.000773E+00  7.122836E+05  2.115835E-09  9.976833E-01  3.755700E+03  1.654244E+00  2.467464E+03  4.517045E-09
  1.000772E+00  7.122867E+05  2.136779E-09  9.976880E-01  3.755674E+03  1.654286E+00  2.467526E+03  4.561737E-09
  1.000770E+00  7.122897E+05  2.157917E-09  9.976928E-01  3.755648E+03  1.654326E+00  2.467587E+03  4.606841E-09
  1.000769E+00  7.122927E+05  2.179250E-09  9.976975E-01  3.755622E+03  1.654367E+00  2.467648E+03  4.652362E-09
  1.000767E+00  7.122956E+05  2.200780E-09  9.977022E-01  3.755597E+03  1.654406E+00  2.467708E+03  4.698303E-09
  1.000766E+00  7.122986E+05  2.222509E-09  9.977069E-01  3.755572E+03  1.654446E+00  2.467767E+03  4.744668E-09
  1.000764E+00  7.123016E+05  2.244438E-09  9.977117E-01  3.755546E+03  1.654485E+00  2.467827E+03  4.791460E-09
  1.000762E+00  7.123046E+05  2.266570E-09  9.977164E-01  3.755520E+03  1.654524E+00  2.467885E+03  4.838685E-09
  1.000761E+00  7.123076E+05  2.288906E-09  9.977211E-01  3.755494E+03  1.654563E+00  2.467944E+03  4.886345E-09
  1.000759E+00  7.123107E+05  2.311448E-09  9.977258E-01  3.755468E+03  1.654602E+00  2.468002E+03  4.934444E-09
  1.000758E+00  7.123139E+05  2.334198E-09  9.977305E-01  3.755440E+03  1.654641E+00  2.468060E+03  4.982988E-09
  1.000756E+00  7.123171E+05  2.357158E-09  9.977352E-01  3.755412E+03  1.654679E+00  2.468118E+03  5.031979E-09
  1.000755E+00  7.123205E+05  2.380330E-09  9.977399E-01  3.755383E+03  1.654718E+00  2.468176E+03  5.081421E-09
  1.000753E+00  7.123238E+05  2.403716E-09  9.977446E-01  3.755354E+03  1.654757E+00  2.468233E+03  5.131320E-09
  1.000751E+00  7.123270E+05  2.427317E-09  9.977493E-01  3.755325E+03  1.654795E+00  2.468288E+03  5.181678E-09
  1.000750E+00  7.123302E+05  2.451136E-09  9.977540E-01  3.755297E+03  1.654832E+00  2.468342E+03  5.232501E-09
  1.000748E+00  7.123334E+05  2.475175E-09  9.977587E-01  3.755270E+03  1.654869E+00  2.468395E+03  5.283792E-09
  1.000747E+00  7.123365E+05  2.499435E-09  9.977634E-01  3.755243E+03  1.654905E+00  2.468446E+03  5.335555E-09
  1.000745E+00  7.123395E+05  2.523919E-09  9.977681E-01  3.755217E+03  1.654940E+00  2.468496E+03  5.387796E-09
  1.000744E+00  7.123425E+05  2.548628E-09  9.977727E-01  3.755191E+03  1.654975E+00  2.468545E+03  5.440518E-09
  1.000742E+00  7.123455E+05  2.573566E-09  9.977774E-01  3.755166E+03  1.655010E+00  2.468592E+03  5.493726E-09
  1.000740E+00  7.123484E+05  2.598733E-09  9.977821E-01  3.755141E+03  1.655044E+00  2.468638E+03  5.547424E-09
  1.000739E+00  7.123512E+05  2.624132E-09  9.977868E-01  3.755117E+03  1.655077E+00  2.468683E+03  5.601617E-09
  1.000737E+00  7.123540E+05  2.649766E-09  9.977914E-01  3.755094E+03  1.655110E+00  2.468727E+03  5.656308E-09
  1.000736E+00  7.123567E+05  2.675635E-09  9.977961E-01  3.755070E+03  1.655142E+00  2.468769E+03  5.711504E-09
  1.000734E+00  7.123594E+05  2.701743E-09  9.978008E-01  3.755048E+03  1.655174E+00  2.468810E+03  5.767208E-09
  1.000733E+00  7.123621E+05  2.728092E-09  9.978054E-01  3.755026E+03  1.655205E+00  2.468850E+03  5.823425E-09
  1.000731E+00  7.123647E+05  2.754683E-09  9.978101E-01  3.755004E+03  1.655236E+00  2.468888E+03  5.880160E-09
  1.000729E+00  7.123673E+05  2.781520E-09  9.978148E-01  3.754983E+03  1.655266E+00  2.468926E+03  5.937417E-09
  1.000728E+00  7.123698E+05  2.808603E-09  9.978194E-01  3.754962E+03  1.655296E+00  2.468962E+03  5.995202E-09
  1.000726E+00  7.123723E+05  2.835936E-09  9.978241E-01  3.754941E+03  1.655325E+00  2.468997E+03  6.053518E-09
  1.000725E+00  7.123748E+05  2.863521E-09  9.978287E-01  3.754921E+03  1.655354E+00  2.469032E+03  6.112371E-09
  1.000723E+00  7.123773E+05  2.891360E-09  9.978334E-01  3.754901E+03  1.655383E+00  2.469065E+03  6.171767E-09
  1.000722E+00  7.123797E+05  2.919455E-09  9.978380E-01  3.754881E+03  1.655411E+00  2.469097E+03  6.231709E-09
  1.000720E+00  7.123821E+05  2.947809E-09  9.978427E-01  3.754862E+03  1.655438E+00  2.469129E+03  6.292202E-09
  1.000719E+00  7.123844E+05  2.976425E-09  9.978473E-01  3.754843E+03  1.655466E+00  2.469160E+03  6.353253E-09
  1.000717E+00  7.123868E+05  3.005303E-09  9.978520E-01  3.754824E+03  1.655493E+00  2.469190E+03  6.414866E-09
  1.000715E+00  7.123891E+05  3.034448E-09  9.978566E-01  3.754805E+03  1.655519E+00  2.469219E+03  6.477046E-09
  1.000714E+00  7.123915E+05  3.063861E-09  9.978612E-01  3.754786E+03  1.655546E+00  2.469248E+03  6.539798E-09
  1.000712E+00  7.123938E+05  3.093545E-09  9.978659E-01  3.754767E+03  1.655572E+00  2.469276E+03  6.603127E-09
  1.000711E+00  7.123961E+05  3.123503E-09  9.978705E-01  3.754749E+03  1.655598E+00  2.469304E+03  6.667040E-09
  1.000709E+00  7.123985E+05  3.153736E-09  9.978751E-01  3.754730E+03  1.655623E+00  2.469332E+03  6.731541E-09
  1.000708E+00  7.124008E+05  3.184248E-09  9.978798E-01  3.754711E+03  1.655648E+00  2.469359E+03  6.796637E-09
  1.000706E+00  7.124031E+05  3.215042E-09  9.978844E-01  3.754693E+03  1.655673E+00  2.469384E+03  6.862333E-09
  1.000705E+00  7.124053E+05  3.246120E-09  9.978890E-01  3.754675E+03  1.655697E+00  2.469407E+03  6.928636E-09
  1.000703E+00  7.124074E+05  3.277485E-09  9.978936E-01  3.754658E+03  1.655721E+00  2.469428E+03  6.995550E-09
  1.000702E+00  7.124095E+05  3.309139E-09  9.978982E-01  3.754642E+03  1.655744E+00  2.469447E+03  7.063081E-09
  1.000700E+00  7.124116E+05  3.341086E-09  9.979029E-01  3.754626E+03  1.655767E+00  2.469465E+03  7.131235E-09
  1.000698E+00  7.124136E+05  3.373327E-09  9.979075E-01  3.754611E+03  1.655789E+00  2.469480E+03  7.200017E-09
  1.000697E+00  7.124155E+05  3.405865E-09  9.979121E-01  3.754597E+03  1.655811E+00  2.469494E+03  7.269433E-09
  1.000695E+00  7.124173E+05  3.438704E-09  9.979167E-01  3.754583E+03  1.655832E+00  2.469506E+03  7.339490E-09
  1.000694E+00  7.124191E+05  3.471846E-09  9.979213E-01  3.754570E+03  1.655852E+00  2.469516E+03  7.410192E-09
  1.000692E+00  7.124209E+05  3.505293E-09  9.979259E-01  3.754557E+03  1.655872E+00  2.469524E+03  7.481547E-09
  1.000691E+00  7.124226E+05  3.539049E-09  9.979305E-01  3.754545E+03  1.655892E+00  2.469531E+03  7.553559E-09
  1.000689E+00  7.124242E+05  3.573116E-09  9.979351E-01  3.754534E+03  1.655910E+00  2.469536E+03  7.626235E-09
  1.000688E+00  7.124258E+05  3.607497E-09  9.979397E-01  3.754523E+03  1.655929E+00  2.469540E+03  7.699581E-09
  1.000686E+00  7.124273E+05  3.642196E-09  9.979443E-01  3.754513E+03  1.655946E+00  2.469541E+03  7.773602E-09
  1.000685E+00  7.124287E+05  3.677214E-09  9.979489E-01  3.754504E+03  1.655964E+00  2.469542E+03  7.848307E-09
  1.000683E+00  7.124301E+05  3.712555E-09  9.979535E-01  3.754495E+03  1.655980E+00  2.469541E+03  7.923699E-09
  1.000682E+00  7.124314E+05  3.748223E-09  9.979581E-01  3.754486E+03  1.655997E+00  2.469538E+03  7.999787E-09
  1.000680E+00  7.124327E+05  3.784219E-09  9.979627E-01  3.754479E+03  1.656012E+00  2.469534E+03  8.076575E-09
  1.000678E+00  7.124339E+05  3.820546E-09  9.979673E-01  3.754472E+03  1.656027E+00  2.469529E+03  8.154071E-09
  1.000677E+00  7.124351E+05  3.857209E-09  9.979719E-01  3.754465E+03  1.656042E+00  2.469523E+03  8.232282E-09
  1.000675E+00  7.124362E+05  3.894210E-09  9.979765E-01  3.754459E+03  1.656056E+00  2.469516E+03  8.311213E-09
  1.000674E+00  7.124373E+05  3.931552E-09  9.979811E-01  3.754454E+03  1.656069E+00  2.469508E+03  8.390871E-09
  1.000672E+00  7.124383E+05  3.969238E-09  9.979857E-01  3.754449E+03  1.656082E+00  2.469499E+03  8.471263E-09
  1.000671E+00  7.124393E+05  4.007271E-09  9.979903E-01  3.754444E+03  1.656095E+00  2.469489E+03  8.552396E-09
  1.000669E+00  7.124402E+05  4.045655E-09  9.979949E-01  3.754440E+03  1.656107E+00  2.469478E+03  8.634276E-09
  1.000668E+00  7.124411E+05  4.084393E-09  9.979994E-01  3.754437E+03  1.656118E+00  2.469467E+03  8.716910E-09
  1.000666E+00  7.124419E+05  4.123488E-09  9.980040E-01  3.754434E+03  1.656130E+00  2.469456E+03  8.800306E-09
  1.000665E+00  7.124427E+05  4.162943E-09  9.980086E-01  3.754431E+03  1.656140E+00  2.469444E+03  8.884470E-09
  1.000663E+00  7.124435E+05  4.202761E-09  9.980132E-01  3.754429E+03  1.656150E+00  2.469432E+03  8.969409E-09
  1.000662E+00  7.124442E+05  4.242947E-09  9.980177E-01  3.754427E+03  1.656160E+00  2.469420E+03  9.055130E-09
  1.000660E+00  7.124447E+05  4.283503E-09  9.980223E-01  3.754427E+03  1.656168E+00  2.469406E+03  9.141641E-09
  1.000659E+00  7.124451E+05  4.324433E-09  9.980269E-01  3.754428E+03  1.656176E+00  2.469391E+03  9.228949E-09
  1.000657E+00  7.124454E+05  4.365739E-09  9.980315E-01  3.754431E+03  1.656183E+00  2.469373E+03  9.317061E-09
  1.000656E+00  7.124455E+05  4.407427E-09  9.980360E-01  3.754436E+03  1.656188E+00  2.469354E+03  9.405984E-09
  1.000654E+00  7.124455E+05  4.449498E-09  9.980406E-01  3.754442E+03  1.656193E+00  2.469333E+03  9.495727E-09
  1.000652E+00  7.124453E+05  4.491958E-09  9.980452E-01  3.754449E+03  1.656197E+00  2.469311E+03  9.586296E-09
  1.000651E+00  7.124451E+05  4.534808E-09  9.980497E-01  3.754458E+03  1.656200E+00  2.469286E+03  9.677699E-09
  1.000649E+00  7.124447E+05  4.578054E-09  9.980543E-01  3.754467E+03  1.656202E+00  2.469260E+03  9.769944E-09
  1.000648E+00  7.124442E+05  4.621697E-09  9.980589E-01  3.754478E+03  1.656203E+00  2.469233E+03  9.863038E-09
  1.000646E+00  7.124435E+05  4.665743E-09  9.980634E-01  3.754491E+03  1.656204E+00  2.469203E+03  9.956990E-09
  1.000645E+00  7.124428E+05  4.710195E-09  9.980680E-01  3.754504E+03  1.656204E+00  2.469172E+03  1.005181E-08
  1.000643E+00  7.124420E+05  4.755056E-09  9.980725E-01  3.754518E+03  1.656203E+00  2.469139E+03  1.014750E-08
  1.000642E+00  7.124411E+05  4.800331E-09  9.980771E-01  3.754534E+03  1.656201E+00  2.469104E+03  1.024407E-08
  1.000640E+00  7.124401E+05  4.846023E-09  9.980817E-01  3.754550E+03  1.656198E+00  2.469068E+03  1.034153E-08
  1.000639E+00  7.124390E+05  4.892135E-09  9.980862E-01  3.754567E+03  1.656195E+00  2.469030E+03  1.043989E-08
  1.000637E+00  7.124379E+05  4.938673E-09  9.980908E-01  3.754584E+03  1.656191E+00  2.468990E+03  1.053915E-08
  1.000636E+00  7.124367E+05  4.985639E-09  9.980953E-01  3.754602E+03  1.656187E+00  2.468949E+03  1.063933E-08
  1.000634E+00  7.124355E+05  5.033038E-09  9.980999E-01  3.754621E+03  1.656182E+00  2.468906E+03  1.074043E-08
  1.000633E+00  7.124343E+05  5.080874E-09  9.981044E-01  3.754640E+03  1.656177E+00  2.468862E+03  1.084246E-08
  1.000631E+00  7.124330E+05  5.129150E-09  9.981090E-01  3.754659E+03  1.656171E+00  2.468816E+03  1.094543E-08
  1.000630E+00  7.124317E+05  5.177871E-09  9.981135E-01  3.754678E+03  1.656165E+00  2.468768E+03  1.104935E-08
  1.000628E+00  7.124304E+05  5.227041E-09  9.981181E-01  3.754697E+03  1.656159E+00  2.468720E+03  1.115422E-08
  1.000627E+00  7.124292E+05  5.276664E-09  9.981226E-01  3.754716E+03  1.656152E+00  2.468669E+03  1.126006E-08
  1.000625E+00  7.124280E+05  5.326744E-09  9.981272E-01  3.754735E+03  1.656146E+00  2.468617E+03  1.136688E-08
  1.000624E+00  7.124268E+05  5.377285E-09  9.981317E-01  3.754753E+03  1.656139E+00  2.468564E+03  1.147468E-08
  1.000622E+00  7.124257E+05  5.428292E-09  9.981362E-01  3.754770E+03  1.656132E+00  2.468510E+03  1.158347E-08
  1.000621E+00  7.124247E+05  5.479769E-09  9.981408E-01  3.754787E+03  1.656125E+00  2.468454E+03  1.169326E-08
  1.000619E+00  7.124237E+05  5.531720E-09  9.981453E-01  3.754802E+03  1.656118E+00  2.468398E+03  1.180407E-08
  1.000617E+00  7.124229E+05  5.584149E-09  9.981499E-01  3.754817E+03  1.656111E+00  2.468340E+03  1.191589E-08
  1.000616E+00  7.124222E+05  5.637061E-09  9.981544E-01  3.754829E+03  1.656105E+00  2.468281E+03  1.202875E-08
  1.000614E+00  7.124216E+05  5.690461E-09  9.981589E-01  3.754841E+03  1.656099E+00  2.468220E+03  1.214264E-08
  1.000613E+00  7.124211E+05  5.744353E-09  9.981635E-01  3.754853E+03  1.656092E+00  2.468157E+03  1.225758E-08
  1.000611E+00  7.124205E+05  5.798741E-09  9.981680E-01  3.754865E+03  1.656085E+00  2.468091E+03  1.237358E-08
  1.000610E+00  7.124200E+05  5.853631E-09  9.981725E-01  3.754876E+03  1.656078E+00  2.468022E+03  1.249065E-08
  1.000608E+00  7.124195E+05  5.909026E-09  9.981771E-01  3.754886E+03  1.656071E+00  2.467952E+03  1.260880E-08
  1.000607E+00  7.124191E+05  5.964931E-09  9.981816E-01  3.754897E+03  1.656063E+00  2.467879E+03  1.272803E-08
  1.000605E+00  7.124186E+05  6.021351E-09  9.981861E-01  3.754907E+03  1.656055E+00  2.467803E+03  1.284836E-08
  1.000604E+00  7.124182E+05  6.078291E-09  9.981907E-01  3.754917E+03  1.656047E+00  2.467726E+03  1.296980E-08
  1.000602E+00  7.124178E+05  6.135756E-09  9.981952E-01  3.754927E+03  1.656039E+00  2.467645E+03  1.309236E-08
  1.000601E+00  7.124175E+05  6.193750E-09  9.981997E-01  3.754937E+03  1.656030E+00  2.467563E+03  1.321605E-08
  1.000599E+00  7.124171E+05  6.252278E-09  9.982043E-01  3.754946E+03  1.656021E+00  2.467478E+03  1.334087E-08
  1.000598E+00  7.124167E+05  6.311345E-09  9.982088E-01  3.754956E+03  1.656011E+00  2.467391E+03  1.346685E-08
  1.000596E+00  7.124164E+05  6.370957E-09  9.982133E-01  3.754965E+03  1.656001E+00  2.467301E+03  1.359398E-08
  1.000595E+00  7.124161E+05  6.431118E-09  9.982178E-01  3.754974E+03  1.655991E+00  2.467210E+03  1.372229E-08
  1.000593E+00  7.124157E+05  6.491833E-09  9.982224E-01  3.754983E+03  1.655980E+00  2.467116E+03  1.385177E-08
  1.000592E+00  7.124154E+05  6.553108E-09  9.982269E-01  3.754993E+03  1.655969E+00  2.467020E+03  1.398245E-08
  1.000590E+00  7.124150E+05  6.614947E-09  9.982314E-01  3.755002E+03  1.655957E+00  2.466922E+03  1.411434E-08
  1.000589E+00  7.124146E+05  6.677356E-09  9.982359E-01  3.755012E+03  1.655945E+00  2.466821E+03  1.424744E-08
  1.000587E+00  7.124143E+05  6.740340E-09  9.982404E-01  3.755021E+03  1.655933E+00  2.466719E+03  1.438176E-08
  1.000586E+00  7.124139E+05  6.803905E-09  9.982450E-01  3.755031E+03  1.655919E+00  2.466615E+03  1.451732E-08
  1.000584E+00  7.124134E+05  6.868055E-09  9.982495E-01  3.755042E+03  1.655906E+00  2.466509E+03  1.465413E-08
  1.000583E+00  7.124130E+05  6.932797E-09  9.982540E-01  3.755052E+03  1.655891E+00  2.466401E+03  1.479220E-08
  1.000581E+00  7.124124E+05  6.998135E-09  9.982585E-01  3.755063E+03  1.655876E+00  2.466291E+03  1.493154E-08
  1.000580E+00  7.124119E+05  7.064075E-09  9.982630E-01  3.755075E+03  1.655861E+00  2.466179E+03  1.507217E-08
  1.000578E+00  7.124113E+05  7.130623E-09  9.982675E-01  3.755087E+03  1.655844E+00  2.466066E+03  1.521409E-08
  1.000577E+00  7.124106E+05  7.197785E-09  9.982721E-01  3.755099E+03  1.655827E+00  2.465952E+03  1.535732E-08
  1.000575E+00  7.124099E+05  7.265565E-09  9.982766E-01  3.755113E+03  1.655810E+00  2.465835E+03  1.550186E-08
  1.000574E+00  7.124091E+05  7.333971E-09  9.982811E-01  3.755127E+03  1.655791E+00  2.465718E+03  1.564774E-08
  1.000572E+00  7.124082E+05  7.403006E-09  9.982856E-01  3.755142E+03  1.655771E+00  2.465599E+03  1.579497E-08
  1.000571E+00  7.124073E+05  7.472678E-09  9.982901E-01  3.755157E+03  1.655751E+00  2.465479E+03  1.594354E-08
  1.000569E+00  7.124062E+05  7.542993E-09  9.982946E-01  3.755174E+03  1.655730E+00  2.465358E+03  1.609349E-08
  1.000568E+00  7.124050E+05  7.613955E-09  9.982991E-01  3.755192E+03  1.655707E+00  2.465235E+03  1.624482E-08
  1.000566E+00  7.124038E+05  7.685572E-09  9.983036E-01  3.755211E+03  1.655684E+00  2.465110E+03  1.639755E-08
  1.000565E+00  7.124024E+05  7.757849E-09  9.983082E-01  3.755232E+03  1.655659E+00  2.464982E+03  1.655168E-08
  1.000563E+00  7.124009E+05  7.830792E-09  9.983127E-01  3.755253E+03  1.655634E+00  2.464852E+03  1.670723E-08
  1.000562E+00  7.123993E+05  7.904408E-09  9.983172E-01  3.755276E+03  1.655608E+00  2.464720E+03  1.686422E-08
  1.000560E+00  7.123976E+05  7.978703E-09  9.983217E-01  3.755299E+03  1.655580E+00  2.464586E+03  1.702265E-08
  1.000559E+00  7.123958E+05  8.053682E-09  9.983262E-01  3.755324E+03  1.655552E+00  2.464450E+03  1.718254E-08
  1.000557E+00  7.123939E+05  8.129353E-09  9.983307E-01  3.755349E+03  1.655522E+00  2.464311E+03  1.734391E-08
  1.000556E+00  7.123920E+05  8.205721E-09  9.983352E-01  3.755375E+03  1.655492E+00  2.464169E+03  1.750676E-08
  1.000554E+00  7.123899E+05  8.282794E-09  9.983397E-01  3.755402E+03  1.655461E+00  2.464025E+03  1.767111E-08
  1.000553E+00  7.123878E+05  8.360577E-09  9.983442E-01  3.755430E+03  1.655429E+00  2.463879E+03  1.783698E-08
  1.000551E+00  7.123857E+05  8.439077E-09  9.983487E-01  3.755458E+03  1.655396E+00  2.463730E+03  1.800438E-08
  1.000550E+00  7.123835E+05  8.518302E-09  9.983532E-01  3.755487E+03  1.655362E+00  2.463578E+03  1.817331E-08
  1.000548E+00  7.123812E+05  8.598256E-09  9.983577E-01  3.755517E+03  1.655328E+00  2.463424E+03  1.834381E-08
  1.000547E+00  7.123790E+05  8.678949E-09  9.983622E-01  3.755546E+03  1.655292E+00  2.463267E+03  1.851588E-08
  1.000545E+00  7.123766E+05  8.760385E-09  9.983667E-01  3.755576E+03  1.655256E+00  2.463107E+03  1.868953E-08
  1.000544E+00  7.123743E+05  8.842572E-09  9.983712E-01  3.755607E+03  1.655219E+00  2.462944E+03  1.886479E-08
  1.000542E+00  7.123720E+05  8.925518E-09  9.983757E-01  3.755637E+03  1.655181E+00  2.462779E+03  1.904166E-08
  1.000541E+00  7.123696E+05  9.009228E-09  9.983802E-01  3.755668E+03  1.655143E+00  2.462610E+03  1.922016E-08
  1.000539E+00  7.123673E+05  9.093710E-09  9.983847E-01  3.755698E+03  1.655104E+00  2.462439E+03  1.940030E-08
  1.000537E+00  7.123649E+05  9.178972E-09  9.983892E-01  3.755728E+03  1.655065E+00  2.462264E+03  1.958211E-08
  1.000536E+00  7.123627E+05  9.265020E-09  9.983937E-01  3.755758E+03  1.655025E+00  2.462086E+03  1.976559E-08
  1.000534E+00  7.123604E+05  9.351862E-09  9.983982E-01  3.755787E+03  1.654984E+00  2.461905E+03  1.995077E-08
  1.000533E+00  7.123582E+05  9.439504E-09  9.984027E-01  3.755816E+03  1.654943E+00  2.461721E+03  2.013765E-08
  1.000531E+00  7.123561E+05  9.527956E-09  9.984072E-01  3.755843E+03  1.654902E+00  2.461534E+03  2.032625E-08
  1.000530E+00  7.123541E+05  9.617223E-09  9.984117E-01  3.755870E+03  1.654860E+00  2.461343E+03  2.051660E-08
  1.000528E+00  7.123522E+05  9.707313E-09  9.984162E-01  3.755896E+03  1.654818E+00  2.461149E+03  2.070870E-08
  1.000527E+00  7.123504E+05  9.798235E-09  9.984207E-01  3.755921E+03  1.654776E+00  2.460951E+03  2.090257E-08
  1.000525E+00  7.123487E+05  9.889995E-09  9.984252E-01  3.755944E+03  1.654734E+00  2.460749E+03  2.109822E-08
  1.000524E+00  7.123472E+05  9.982602E-09  9.984297E-01  3.755966E+03  1.654692E+00  2.460544E+03  2.129569E-08
